student_id,date,week,subject,score_percent,attendance,homework_completed
S034,2025-09-08,1,Biology,76,1,0
S035,2025-09-08,1,English,57,1,1
S035,2025-09-08,1,Mathematics,67,1,1
S035,2025-09-08,1,Biology,73,1,1
S036,2025-09-08,1,English,77,1,1
S036,2025-09-08,1,Mathematics,77,1,1
S036,2025-09-08,1,Biology,76,1,1
S037,2025-09-08,1,English,76,1,1
S037,2025-09-08,1,Mathematics,95,1,1
S037,2025-09-08,1,Biology,75,1,1
S038,2025-09-08,1,English,51,1,1
S038,2025-09-08,1,Mathematics,50,1,1
S038,2025-09-08,1,Biology,37,1,1
S039,2025-09-08,1,English,89,1,1
S039,2025-09-08,1,Mathematics,88,1,1
S039,2025-09-08,1,Biology,81,1,1
S040,2025-09-08,1,English,62,1,1
S040,2025-09-08,1,Mathematics,48,1,1
S040,2025-09-08,1,Biology,43,1,1
S041,2025-09-08,1,English,98,1,1
S041,2025-09-08,1,Mathematics,80,1,1
S041,2025-09-08,1,Biology,85,1,1
S042,2025-09-08,1,English,51,1,0
S042,2025-09-08,1,Mathematics,64,1,0
S042,2025-09-08,1,Biology,51,1,1
S043,2025-09-08,1,English,58,1,1
S043,2025-09-08,1,Mathematics,68,1,1
S043,2025-09-08,1,Biology,72,1,1
S044,2025-09-08,1,English,73,1,1
S044,2025-09-08,1,Mathematics,88,1,1
S044,2025-09-08,1,Biology,98,1,1
S045,2025-09-08,1,English,68,1,1
S045,2025-09-08,1,Mathematics,49,1,1
S045,2025-09-08,1,Biology,63,1,1
S046,2025-09-08,1,English,83,1,1
S046,2025-09-08,1,Mathematics,66,1,1
S046,2025-09-08,1,Biology,71,1,1
S047,2025-09-08,1,English,87,1,1
S047,2025-09-08,1,Mathematics,60,1,1
S047,2025-09-08,1,Biology,83,1,1
S048,2025-09-08,1,English,78,1,0
S048,2025-09-08,1,Mathematics,79,1,1
S048,2025-09-08,1,Biology,81,1,1
S049,2025-09-08,1,English,76,1,1
S049,2025-09-08,1,Mathematics,72,1,1
S049,2025-09-08,1,Biology,63,1,1
S050,2025-09-08,1,English,57,1,1
S050,2025-09-08,1,Mathematics,63,1,1
S050,2025-09-08,1,Biology,48,1,1
S001,2025-09-15,2,English,56,1,0
S001,2025-09-15,2,Mathematics,71,1,1
S001,2025-09-15,2,Biology,69,1,1
S002,2025-09-15,2,English,52,1,1
S002,2025-09-15,2,Mathematics,50,1,1
S002,2025-09-15,2,Biology,48,1,1
S003,2025-09-15,2,English,63,1,1
S003,2025-09-15,2,Mathematics,72,1,1
S003,2025-09-15,2,Biology,75,1,1
S004,2025-09-15,2,English,90,1,1
S004,2025-09-15,2,Mathematics,88,1,0
S004,2025-09-15,2,Biology,93,1,1
S005,2025-09-15,2,English,67,1,1
S005,2025-09-15,2,Mathematics,39,1,1
S005,2025-09-15,2,Biology,60,1,0
S006,2025-09-15,2,English,66,1,1
S006,2025-09-15,2,Mathematics,62,1,1
S006,2025-09-15,2,Biology,71,1,1
S007,2025-09-15,2,English,74,1,1
S007,2025-09-15,2,Mathematics,82,1,1
S007,2025-09-15,2,Biology,90,1,1
S008,2025-09-15,2,English,93,1,1
S008,2025-09-15,2,Mathematics,74,1,1
S008,2025-09-15,2,Biology,74,1,1
S009,2025-09-15,2,English,80,1,1
S009,2025-09-15,2,Mathematics,56,1,1
S009,2025-09-15,2,Biology,72,1,1
S010,2025-09-15,2,English,53,1,1
S010,2025-09-15,2,Mathematics,48,1,1
S010,2025-09-15,2,Biology,69,1,1
S011,2025-09-15,2,English,71,1,1
S011,2025-09-15,2,Mathematics,45,1,1
S011,2025-09-15,2,Biology,52,1,0
S012,2025-09-15,2,English,75,1,1
S012,2025-09-15,2,Mathematics,62,1,1
S012,2025-09-15,2,Biology,78,1,0
S013,2025-09-15,2,English,81,1,1
S013,2025-09-15,2,Mathematics,87,1,1
S013,2025-09-15,2,Biology,89,1,0
S014,2025-09-15,2,English,37,1,1
S014,2025-09-15,2,Mathematics,49,1,1
S014,2025-09-15,2,Biology,50,1,1
S015,2025-09-15,2,English,58,1,1
S015,2025-09-15,2,Mathematics,64,1,1
S015,2025-09-15,2,Biology,53,1,1
S016,2025-09-15,2,English,65,1,0
S016,2025-09-15,2,Mathematics,69,1,1
S016,2025-09-15,2,Biology,47,1,1
S017,2025-09-15,2,English,74,1,1
S017,2025-09-15,2,Mathematics,86,1,1
S017,2025-09-15,2,Biology,84,1,1
S018,2025-09-15,2,English,52,1,1
S018,2025-09-15,2,Mathematics,65,1,1
S018,2025-09-15,2,Biology,59,1,0
S019,2025-09-15,2,English,50,1,1
S019,2025-09-15,2,Mathematics,70,1,1
S019,2025-09-15,2,Biology,67,1,1
S020,2025-09-15,2,English,92,1,0
S020,2025-09-15,2,Mathematics,74,1,1
S020,2025-09-15,2,Biology,69,1,1
S021,2025-09-15,2,English,81,1,1
S021,2025-09-15,2,Mathematics,91,1,1
S021,2025-09-15,2,Biology,92,1,1
S022,2025-09-15,2,English,76,1,1
S022,2025-09-15,2,Mathematics,76,1,1
S022,2025-09-15,2,Biology,65,1,1
S023,2025-09-15,2,English,59,1,1
S023,2025-09-15,2,Mathematics,55,1,1
S023,2025-09-15,2,Biology,48,1,0
S024,2025-09-15,2,English,75,1,1
S024,2025-09-15,2,Mathematics,74,1,1
S024,2025-09-15,2,Biology,77,1,0
S025,2025-09-15,2,English,73,1,0
S025,2025-09-15,2,Mathematics,74,1,1
S025,2025-09-15,2,Biology,81,1,1
S026,2025-09-15,2,English,91,1,1
S026,2025-09-15,2,Mathematics,85,1,1
S026,2025-09-15,2,Biology,76,1,1
S027,2025-09-15,2,English,88,1,1
S027,2025-09-15,2,Mathematics,98,1,1
S027,2025-09-15,2,Biology,81,1,1
S028,2025-09-15,2,English,71,1,1
S028,2025-09-15,2,Mathematics,70,1,1
S028,2025-09-15,2,Biology,72,1,1
S029,2025-09-15,2,English,59,1,1
S029,2025-09-15,2,Mathematics,68,1,1
S029,2025-09-15,2,Biology,68,1,1
S030,2025-09-15,2,English,58,1,0
S030,2025-09-15,2,Mathematics,52,1,1
S030,2025-09-15,2,Biology,50,1,1
S031,2025-09-15,2,English,73,1,1
S031,2025-09-15,2,Mathematics,75,1,1
S031,2025-09-15,2,Biology,61,1,1
S032,2025-09-15,2,English,74,1,1
S032,2025-09-15,2,Mathematics,60,1,1
S032,2025-09-15,2,Biology,67,1,1
S033,2025-09-15,2,English,55,1,1
S033,2025-09-15,2,Mathematics,82,1,1
S033,2025-09-15,2,Biology,66,1,1
S034,2025-09-15,2,English,52,1,1
S034,2025-09-15,2,Mathematics,62,1,1
S034,2025-09-15,2,Biology,66,1,1
S035,2025-09-15,2,English,70,1,1
S035,2025-09-15,2,Mathematics,72,1,1
S035,2025-09-15,2,Biology,55,1,1
S036,2025-09-15,2,English,81,1,1
S036,2025-09-15,2,Mathematics,77,1,1
S036,2025-09-15,2,Biology,71,1,1
S037,2025-09-15,2,English,78,1,1
S037,2025-09-15,2,Mathematics,93,1,1
S037,2025-09-15,2,Biology,77,1,1
S038,2025-09-15,2,English,48,1,1
S038,2025-09-15,2,Mathematics,52,1,1
S038,2025-09-15,2,Biology,56,1,1
S039,2025-09-15,2,English,96,1,1
S039,2025-09-15,2,Mathematics,74,1,1
S039,2025-09-15,2,Biology,71,1,1
S040,2025-09-15,2,English,52,1,1
S040,2025-09-15,2,Mathematics,57,1,1
S040,2025-09-15,2,Biology,43,1,1
S041,2025-09-15,2,English,98,1,1
S041,2025-09-15,2,Mathematics,85,1,1
S041,2025-09-15,2,Biology,83,1,1
S042,2025-09-15,2,English,59,1,1
S042,2025-09-15,2,Mathematics,65,1,1
S042,2025-09-15,2,Biology,53,1,1
S043,2025-09-15,2,English,46,1,0
S043,2025-09-15,2,Mathematics,61,1,1
S043,2025-09-15,2,Biology,64,1,1
S044,2025-09-15,2,English,62,1,1
S044,2025-09-15,2,Mathematics,94,1,1
S044,2025-09-15,2,Biology,97,1,1
S045,2025-09-15,2,English,64,1,1
S045,2025-09-15,2,Mathematics,41,1,1
S045,2025-09-15,2,Biology,70,1,1
S046,2025-09-15,2,English,68,1,1
S046,2025-09-15,2,Mathematics,66,1,1
S046,2025-09-15,2,Biology,64,1,1
S047,2025-09-15,2,English,93,1,1
S047,2025-09-15,2,Mathematics,67,1,1
S047,2025-09-15,2,Biology,73,1,1
S048,2025-09-15,2,English,73,1,0
S048,2025-09-15,2,Mathematics,85,1,1
S048,2025-09-15,2,Biology,80,1,1
S049,2025-09-15,2,English,75,1,1
S049,2025-09-15,2,Mathematics,69,1,1
S049,2025-09-15,2,Biology,70,1,1
S050,2025-09-15,2,English,64,1,1
S050,2025-09-15,2,Mathematics,69,1,0
S050,2025-09-15,2,Biology,56,1,1
S001,2025-09-22,3,English,66,1,1
S001,2025-09-22,3,Mathematics,69,1,1
S001,2025-09-22,3,Biology,76,1,0
S002,2025-09-22,3,English,63,1,1
S002,2025-09-22,3,Mathematics,48,1,1
S002,2025-09-22,3,Biology,44,1,1
S003,2025-09-22,3,English,85,1,1
S003,2025-09-22,3,Mathematics,65,1,1
S003,2025-09-22,3,Biology,67,1,1
S004,2025-09-22,3,English,90,1,1
S004,2025-09-22,3,Mathematics,98,1,0
S004,2025-09-22,3,Biology,86,1,1
S005,2025-09-22,3,English,52,1,1
S005,2025-09-22,3,Mathematics,50,1,1
S005,2025-09-22,3,Biology,60,1,1
S006,2025-09-22,3,English,58,1,1
S006,2025-09-22,3,Mathematics,60,1,1
S006,2025-09-22,3,Biology,70,1,1
S007,2025-09-22,3,English,73,1,1
S007,2025-09-22,3,Mathematics,81,1,1
S007,2025-09-22,3,Biology,88,1,1
S008,2025-09-22,3,English,72,1,1
S008,2025-09-22,3,Mathematics,72,1,1
S008,2025-09-22,3,Biology,73,1,1
S009,2025-09-22,3,English,72,1,1
S009,2025-09-22,3,Mathematics,64,1,1
S009,2025-09-22,3,Biology,66,1,1
S010,2025-09-22,3,English,51,1,1
S010,2025-09-22,3,Mathematics,49,1,1
S010,2025-09-22,3,Biology,54,1,1
S011,2025-09-22,3,English,61,1,1
S011,2025-09-22,3,Mathematics,34,1,1
S011,2025-09-22,3,Biology,51,1,1
S012,2025-09-22,3,English,82,1,0
S012,2025-09-22,3,Mathematics,70,1,0
S012,2025-09-22,3,Biology,78,1,1
S013,2025-09-22,3,English,79,1,1
S013,2025-09-22,3,Mathematics,98,1,1
S013,2025-09-22,3,Biology,91,1,1
S014,2025-09-22,3,English,36,1,0
S014,2025-09-22,3,Mathematics,30,1,1
S014,2025-09-22,3,Biology,52,1,1
S015,2025-09-22,3,English,69,1,1
S015,2025-09-22,3,Mathematics,47,1,0
S015,2025-09-22,3,Biology,69,1,0
S016,2025-09-22,3,English,55,1,0
S016,2025-09-22,3,Mathematics,63,1,1
S016,2025-09-22,3,Biology,67,1,1
S017,2025-09-22,3,English,69,1,1
S017,2025-09-22,3,Mathematics,65,1,1
S017,2025-09-22,3,Biology,79,1,1
S018,2025-09-22,3,English,61,1,0
S018,2025-09-22,3,Mathematics,68,1,1
S018,2025-09-22,3,Biology,58,1,1
S019,2025-09-22,3,English,65,1,1
S019,2025-09-22,3,Mathematics,67,1,1
S019,2025-09-22,3,Biology,68,1,1
S020,2025-09-22,3,English,74,1,1
S020,2025-09-22,3,Mathematics,77,1,1
S020,2025-09-22,3,Biology,75,1,1
S021,2025-09-22,3,English,96,1,1
S021,2025-09-22,3,Mathematics,84,1,1
S021,2025-09-22,3,Biology,85,1,1
S022,2025-09-22,3,English,60,1,1
S022,2025-09-22,3,Mathematics,73,1,1
S022,2025-09-22,3,Biology,73,1,0
S023,2025-09-22,3,English,42,1,0
S023,2025-09-22,3,Mathematics,47,1,1
S023,2025-09-22,3,Biology,61,1,0
S024,2025-09-22,3,English,77,1,1
S024,2025-09-22,3,Mathematics,82,1,1
S024,2025-09-22,3,Biology,84,1,1
S025,2025-09-22,3,English,75,1,0
S025,2025-09-22,3,Mathematics,76,1,1
S025,2025-09-22,3,Biology,81,1,1
S026,2025-09-22,3,English,91,1,0
S026,2025-09-22,3,Mathematics,94,1,0
S026,2025-09-22,3,Biology,63,1,0
S027,2025-09-22,3,English,95,1,1
S027,2025-09-22,3,Mathematics,87,1,1
S027,2025-09-22,3,Biology,80,1,1
S028,2025-09-22,3,English,74,1,1
S028,2025-09-22,3,Mathematics,68,1,1
S028,2025-09-22,3,Biology,67,1,1
S029,2025-09-22,3,English,65,1,1
S029,2025-09-22,3,Mathematics,63,1,1
S029,2025-09-22,3,Biology,73,1,0
S030,2025-09-22,3,English,40,1,1
S030,2025-09-22,3,Mathematics,33,1,1
S030,2025-09-22,3,Biology,32,1,1
S031,2025-09-22,3,English,67,1,1
S031,2025-09-22,3,Mathematics,64,1,1
S031,2025-09-22,3,Biology,79,1,1
S032,2025-09-22,3,English,50,1,1
S032,2025-09-22,3,Mathematics,56,1,1
S032,2025-09-22,3,Biology,63,1,1
S033,2025-09-22,3,English,59,1,1
S033,2025-09-22,3,Mathematics,91,1,1
S033,2025-09-22,3,Biology,80,1,1
S034,2025-09-22,3,English,56,1,0
S034,2025-09-22,3,Mathematics,60,1,0
S034,2025-09-22,3,Biology,67,1,0
S035,2025-09-22,3,English,78,1,1
S035,2025-09-22,3,Mathematics,52,1,1
S035,2025-09-22,3,Biology,62,1,1
S036,2025-09-22,3,English,82,1,1
S036,2025-09-22,3,Mathematics,96,1,1
S036,2025-09-22,3,Biology,88,1,1
S037,2025-09-22,3,English,84,1,1
S037,2025-09-22,3,Mathematics,88,1,1
S037,2025-09-22,3,Biology,85,1,1
S038,2025-09-22,3,English,44,1,1
S038,2025-09-22,3,Mathematics,52,1,1
S038,2025-09-22,3,Biology,47,1,1
S039,2025-09-22,3,English,94,1,1
S039,2025-09-22,3,Mathematics,80,1,1
S039,2025-09-22,3,Biology,84,1,1
S040,2025-09-22,3,English,61,1,1
S040,2025-09-22,3,Mathematics,59,1,1
S040,2025-09-22,3,Biology,45,1,1
S041,2025-09-22,3,English,96,1,1
S041,2025-09-22,3,Mathematics,93,1,1
S041,2025-09-22,3,Biology,92,1,1
S042,2025-09-22,3,English,60,1,1
S042,2025-09-22,3,Mathematics,62,1,1
S042,2025-09-22,3,Biology,33,1,1
S043,2025-09-22,3,English,57,1,1
S043,2025-09-22,3,Mathematics,68,1,0
S043,2025-09-22,3,Biology,65,1,1
S044,2025-09-22,3,English,71,1,1
S044,2025-09-22,3,Mathematics,86,1,1
S044,2025-09-22,3,Biology,84,1,1
S045,2025-09-22,3,English,64,1,1
S045,2025-09-22,3,Mathematics,46,1,1
S045,2025-09-22,3,Biology,74,1,0
S046,2025-09-22,3,English,65,1,1
S046,2025-09-22,3,Mathematics,52,1,1
S046,2025-09-22,3,Biology,58,1,1
S047,2025-09-22,3,English,95,1,1
S047,2025-09-22,3,Mathematics,65,1,1
S047,2025-09-22,3,Biology,85,1,1
S048,2025-09-22,3,English,78,1,1
S048,2025-09-22,3,Mathematics,68,1,1
S048,2025-09-22,3,Biology,71,1,1
S049,2025-09-22,3,English,78,1,1
S049,2025-09-22,3,Mathematics,80,1,1
S049,2025-09-22,3,Biology,50,1,1
S050,2025-09-22,3,English,58,1,1
S050,2025-09-22,3,Mathematics,61,1,0
S050,2025-09-22,3,Biology,69,1,0
S001,2025-09-29,4,English,62,1,1
S001,2025-09-29,4,Mathematics,77,1,1
S001,2025-09-29,4,Biology,70,1,1
S002,2025-09-29,4,English,35,1,1
S002,2025-09-29,4,Mathematics,57,1,1
S002,2025-09-29,4,Biology,49,1,1
S003,2025-09-29,4,English,73,1,1
S003,2025-09-29,4,Mathematics,73,1,1
S003,2025-09-29,4,Biology,71,1,1
S004,2025-09-29,4,English,85,1,1
S004,2025-09-29,4,Mathematics,89,1,1
S004,2025-09-29,4,Biology,79,1,1
S005,2025-09-29,4,English,55,1,1
S005,2025-09-29,4,Mathematics,46,1,1
S005,2025-09-29,4,Biology,61,1,1
S006,2025-09-29,4,English,64,1,1
S006,2025-09-29,4,Mathematics,80,1,1
S006,2025-09-29,4,Biology,79,1,1
S007,2025-09-29,4,English,70,1,0
S007,2025-09-29,4,Mathematics,88,1,0
S007,2025-09-29,4,Biology,86,1,1
S008,2025-09-29,4,English,77,1,1
S008,2025-09-29,4,Mathematics,76,1,1
S008,2025-09-29,4,Biology,63,1,1
S009,2025-09-29,4,English,66,1,1
S009,2025-09-29,4,Mathematics,57,1,1
S009,2025-09-29,4,Biology,71,1,1
S010,2025-09-29,4,English,56,1,1
S010,2025-09-29,4,Mathematics,35,1,1
S010,2025-09-29,4,Biology,60,1,1
S011,2025-09-29,4,English,69,1,1
S011,2025-09-29,4,Mathematics,32,1,1
S011,2025-09-29,4,Biology,47,1,1
S012,2025-09-29,4,English,65,1,1
S012,2025-09-29,4,Mathematics,66,1,0
S012,2025-09-29,4,Biology,72,1,1
S013,2025-09-29,4,English,64,1,1
S013,2025-09-29,4,Mathematics,74,1,1
S013,2025-09-29,4,Biology,85,1,1
S014,2025-09-29,4,English,37,1,1
S014,2025-09-29,4,Mathematics,30,1,1
S014,2025-09-29,4,Biology,52,1,1
S015,2025-09-29,4,English,62,1,0
S015,2025-09-29,4,Mathematics,59,1,1
S015,2025-09-29,4,Biology,62,1,1
S016,2025-09-29,4,English,50,1,1
S016,2025-09-29,4,Mathematics,66,1,1
S016,2025-09-29,4,Biology,63,1,1
S017,2025-09-29,4,English,86,1,1
S017,2025-09-29,4,Mathematics,81,1,1
S017,2025-09-29,4,Biology,75,1,1
S018,2025-09-29,4,English,70,1,0
S018,2025-09-29,4,Mathematics,67,1,1
S018,2025-09-29,4,Biology,63,1,1
S019,2025-09-29,4,English,64,1,1
S019,2025-09-29,4,Mathematics,67,1,1
S019,2025-09-29,4,Biology,72,1,1
S020,2025-09-29,4,English,78,1,1
S020,2025-09-29,4,Mathematics,92,1,1
S020,2025-09-29,4,Biology,82,1,1
S021,2025-09-29,4,English,87,1,1
S021,2025-09-29,4,Mathematics,80,1,1
S021,2025-09-29,4,Biology,87,1,0
S022,2025-09-29,4,English,76,1,1
S022,2025-09-29,4,Mathematics,67,1,1
S022,2025-09-29,4,Biology,78,1,1
S023,2025-09-29,4,English,65,1,1
S023,2025-09-29,4,Mathematics,48,1,0
S023,2025-09-29,4,Biology,66,1,1
S024,2025-09-29,4,English,70,1,0
S024,2025-09-29,4,Mathematics,73,1,0
S024,2025-09-29,4,Biology,79,1,0
S025,2025-09-29,4,English,76,1,1
S025,2025-09-29,4,Mathematics,89,1,1
S025,2025-09-29,4,Biology,81,1,0
S026,2025-09-29,4,English,84,1,1
S026,2025-09-29,4,Mathematics,79,1,0
S026,2025-09-29,4,Biology,70,1,0
S027,2025-09-29,4,English,73,1,1
S027,2025-09-29,4,Mathematics,95,1,1
S027,2025-09-29,4,Biology,74,1,1
S028,2025-09-29,4,English,71,1,1
S028,2025-09-29,4,Mathematics,74,1,1
S028,2025-09-29,4,Biology,76,1,1
S029,2025-09-29,4,English,74,1,1
S029,2025-09-29,4,Mathematics,61,1,0
S029,2025-09-29,4,Biology,68,1,1
S030,2025-09-29,4,English,51,1,1
S030,2025-09-29,4,Mathematics,40,1,1
S030,2025-09-29,4,Biology,37,1,1
S031,2025-09-29,4,English,58,1,1
S031,2025-09-29,4,Mathematics,45,1,1
S031,2025-09-29,4,Biology,72,1,1
S032,2025-09-29,4,English,54,1,1
S032,2025-09-29,4,Mathematics,56,1,1
S032,2025-09-29,4,Biology,70,1,1
S033,2025-09-29,4,English,75,1,1
S033,2025-09-29,4,Mathematics,85,1,1
S033,2025-09-29,4,Biology,77,1,1
S034,2025-09-29,4,English,56,1,1
S034,2025-09-29,4,Mathematics,69,1,1
S034,2025-09-29,4,Biology,62,1,1
S035,2025-09-29,4,English,72,1,1
S035,2025-09-29,4,Mathematics,57,1,1
S035,2025-09-29,4,Biology,62,1,1
S036,2025-09-29,4,English,82,1,1
S036,2025-09-29,4,Mathematics,77,1,1
S036,2025-09-29,4,Biology,86,1,1
S037,2025-09-29,4,English,75,1,1
S037,2025-09-29,4,Mathematics,76,1,1
S037,2025-09-29,4,Biology,85,1,1
S038,2025-09-29,4,English,40,1,1
S038,2025-09-29,4,Mathematics,37,1,0
S038,2025-09-29,4,Biology,41,1,0
S039,2025-09-29,4,English,76,1,1
S039,2025-09-29,4,Mathematics,78,1,0
S039,2025-09-29,4,Biology,82,1,1
S040,2025-09-29,4,English,64,1,1
S040,2025-09-29,4,Mathematics,51,1,1
S040,2025-09-29,4,Biology,48,1,1
S041,2025-09-29,4,English,98,1,1
S041,2025-09-29,4,Mathematics,85,1,1
S041,2025-09-29,4,Biology,77,1,1
S042,2025-09-29,4,English,55,1,0
S042,2025-09-29,4,Mathematics,69,1,1
S042,2025-09-29,4,Biology,36,1,0
S043,2025-09-29,4,English,67,1,0
S043,2025-09-29,4,Mathematics,71,1,1
S043,2025-09-29,4,Biology,59,1,1
S044,2025-09-29,4,English,68,1,1
S044,2025-09-29,4,Mathematics,82,1,1
S044,2025-09-29,4,Biology,85,1,1
S045,2025-09-29,4,English,75,1,1
S045,2025-09-29,4,Mathematics,54,1,1
S045,2025-09-29,4,Biology,77,1,1
S046,2025-09-29,4,English,72,1,1
S046,2025-09-29,4,Mathematics,71,1,1
S046,2025-09-29,4,Biology,65,1,1
S047,2025-09-29,4,English,85,1,1
S047,2025-09-29,4,Mathematics,74,1,1
S047,2025-09-29,4,Biology,76,1,1
S048,2025-09-29,4,English,72,1,1
S048,2025-09-29,4,Mathematics,84,1,0
S048,2025-09-29,4,Biology,97,1,0
S049,2025-09-29,4,English,68,1,1
S049,2025-09-29,4,Mathematics,79,1,1
S049,2025-09-29,4,Biology,73,1,1
S050,2025-09-29,4,English,52,1,1
S050,2025-09-29,4,Mathematics,68,1,0
S050,2025-09-29,4,Biology,62,1,1
S001,2025-10-06,5,English,56,1,1
S001,2025-10-06,5,Mathematics,51,1,1
S001,2025-10-06,5,Biology,64,1,1
S002,2025-10-06,5,English,49,1,1
S002,2025-10-06,5,Mathematics,46,1,1
S002,2025-10-06,5,Biology,53,1,0
S003,2025-10-06,5,English,73,1,1
S003,2025-10-06,5,Mathematics,76,1,1
S003,2025-10-06,5,Biology,74,1,1
S004,2025-10-06,5,English,84,1,0
S004,2025-10-06,5,Mathematics,95,1,0
S004,2025-10-06,5,Biology,89,1,1
S005,2025-10-06,5,English,58,1,1
S005,2025-10-06,5,Mathematics,43,1,1
S005,2025-10-06,5,Biology,58,1,1
S006,2025-10-06,5,English,53,1,1
S006,2025-10-06,5,Mathematics,85,1,1
S006,2025-10-06,5,Biology,80,1,1
S007,2025-10-06,5,English,72,1,1
S007,2025-10-06,5,Mathematics,84,1,1
S007,2025-10-06,5,Biology,75,1,1
S008,2025-10-06,5,English,70,1,0
S008,2025-10-06,5,Mathematics,68,1,1
S008,2025-10-06,5,Biology,69,1,1
S009,2025-10-06,5,English,74,1,1
S009,2025-10-06,5,Mathematics,69,1,1
S009,2025-10-06,5,Biology,64,1,1
S010,2025-10-06,5,English,55,1,1
S010,2025-10-06,5,Mathematics,46,1,1
S010,2025-10-06,5,Biology,60,1,1
S011,2025-10-06,5,English,56,1,1
S011,2025-10-06,5,Mathematics,47,1,1
S011,2025-10-06,5,Biology,53,1,0
S012,2025-10-06,5,English,62,1,1
